Unnamed: 0,tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
685,2024-09-30,P097,Su Şişesi,Mutfak Ürünleri,418.58,5,2092.9,3037,Müferrih,Erkek,61,Konya,1944.62
686,2024-11-01,P024,Bilgisayar,Elektronik,1116.61,1,1116.61,7380,Müsemma,Kadın,67,Adana,1138.1
687,2023-10-05,P063,Klima,Elektronik,1490.44,19,25779.03375,3023,İmren,Erkek,20,Adana,1869.39
688,2023-09-27,P097,Su Şişesi,Mutfak Ürünleri,690.89,4,2763.56,5876,Mahigül,Erkek,56,Ankara,399.55
689,2024-07-30,P010,Çanta,Giyim,162.69,18,2928.42,3918,Rabih,Erkek,53,İstanbul,1389.9
690,2024-04-19,P087,Kulaklık,Elektronik,734.37,18,13218.66,6282,Hekime,Erkek,36,Adana,3627.57
691,2022-12-25,P018,Telefon,Elektronik,1403.3,17,23856.1,1731,Sencar,Kadın,63,Antalya,3812.88
692,2024-10-17,P011,Kalem,Kırtasiye,71.34,5,356.70000000000005,5129,Melûl,Kadın,69,Ankara,3435.86
693,2024-07-03,P097,Su Şişesi,Mutfak Ürünleri,566.01,6,3396.06,3587,Sevindik,Erkek,53,İstanbul,4363.75
694,2023-06-05,P018,Telefon,Elektronik,515.24,16,8243.84,4755,Kitan,Erkek,65,Antalya,1001.73
695,2023-09-17,P032,Mouse,Elektronik,1304.79,19,24791.01,4498,Müjde,Kadın,57,Gaziantep,1941.35
696,2024-10-29,P037,Fırın,Ev Aletleri,775.98,16,12415.68,2561,Nefaret,Kadın,34,Konya,2610.2
697,2024-05-19,P010,Çanta,Giyim,171.64,12,2059.68,1579,Sökmen,Erkek,64,Bursa,3029.89
698,2024-10-10,P018,Telefon,Elektronik,1104.31,11,12147.41,2476,Vargın,Erkek,40,Antalya,910.85
699,2023-12-05,P010,Çanta,Giyim,842.75,19,16012.25,3891,Çağdan,Erkek,47,Bursa,3093.8
700,2023-01-24,P010,Çanta,Giyim,159.31,15,2389.65,1437,Safet,Kadın,60,Ankara,1637.38
701,2024-10-28,P032,Mouse,Elektronik,670.74,2,1341.48,4393,Milay,Erkek,54,Konya,3053.32
702,2023-10-25,P032,Mouse,Elektronik,930.81,1,930.81,3945,Toğan,Kadın,69,Ankara,1851.5
703,2024-04-26,P010,Çanta,Giyim,102.53,14,1435.42,3524,Adasal,Kadın,52,İzmir,3740.55
704,2023-05-26,P010,Çanta,Giyim,120.4,1,120.4,8076,Abdiş,Erkek,45,Gaziantep,1224.67
705,2024-01-11,P087,Kulaklık,Elektronik,259.12,4,1036.48,8439,Serma,Erkek,33,Ankara,2223.28
706,2024-07-25,P082,Defter,Kırtasiye,1241.33,16,19861.28,3317,Ulu,Kadın,68,Adana,2383.33
707,2023-03-25,P011,Kalem,Kırtasiye,1065.44,11,11719.84,2540,Nurşan,Erkek,21,İstanbul,3370.85
708,2024-08-11,P063,Klima,Elektronik,621.52,16,9944.32,2393,Sefer,Erkek,41,Ankara,2002.44
709,2024-04-29,P097,Su Şişesi,Mutfak Ürünleri,940.54,14,13167.56,4440,Çisem,Erkek,20,Adana,544.32
710,2023-12-19,P018,Telefon,Elektronik,376.16,6,2256.96,3169,Ganiye,Erkek,69,Konya,2974.84
711,2023-11-13,P010,Çanta,Giyim,872.87,18,15711.66,9179,Onuker,Kadın,36,Bursa,4997.72
712,2023-02-18,P032,Mouse,Elektronik,145.85,17,2479.45,3299,Atiyye,Erkek,63,İzmir,1626.33
713,2024-07-04,P010,Çanta,Giyim,1345.24,15,20178.6,4066,Korugan,Erkek,33,Konya,3679.99
714,2023-10-31,P097,Su Şişesi,Mutfak Ürünleri,518.99,1,518.99,9590,Derkay,Erkek,48,İstanbul,1409.98
715,2022-11-29,P032,Mouse,Elektronik,51.65,9,464.84999999999997,9259,Ozansü,Erkek,47,Adana,4469.44
716,2023-09-12,P010,Çanta,Giyim,1303.02,1,1303.02,1243,Çopur,Kadın,53,Adana,4448.69
717,2023-02-08,P011,Kalem,Kırtasiye,1083.29,14,15166.06,9146,Özokçu,Erkek,43,Gaziantep,1421.01
718,2024-10-27,P011,Kalem,Kırtasiye,1240.99,9,11168.91,7610,Şehamet,Kadın,54,Gaziantep,3478.79
719,2022-12-15,P037,Fırın,Ev Aletleri,244.88,6,1469.28,4238,Afife,Erkek,67,Konya,3866.22
720,2023-04-11,P011,Kalem,Kırtasiye,848.86,14,11884.04,3007,Kızıl,Kadın,56,Bursa,4639.28
721,2023-12-21,P018,Telefon,Elektronik,1009.05,4,4036.2,8852,Abdulkadir,Erkek,65,Adana,2033.91
722,2024-05-08,P082,Defter,Kırtasiye,435.71,15,6535.65,5888,Hekime,Kadın,22,Ankara,4426.7
723,2024-02-04,P032,Mouse,Elektronik,1035.58,5,5177.9,8206,İlbek,Kadın,60,Adana,3339.08
724,2024-06-08,P011,Kalem,Kırtasiye,1052.22,2,2104.44,1502,Özinal,Erkek,37,İzmir,2030.33
725,2024-02-22,P018,Telefon,Elektronik,351.63,17,5977.71,9030,Gülbani,Erkek,20,Adana,2848.15
726,2024-04-11,P011,Kalem,Kırtasiye,20.05,16,320.8,5163,Nihai,Kadın,33,İzmir,3468.3
727,2024-08-06,P037,Fırın,Ev Aletleri,1011.26,8,8090.08,3601,Zennun,Kadın,64,İstanbul,4287.9
728,2024-04-22,P063,Klima,Elektronik,901.32,11,9914.52,5602,Tülin,Kadın,56,Adana,643.7
729,2024-09-03,P037,Fırın,Ev Aletleri,1250.01,12,15000.119999999999,4556,Işıman,Erkek,30,İstanbul,1116.61
730,2024-01-07,P087,Kulaklık,Elektronik,750.72,8,6005.76,7021,Ercihan,Erkek,54,Adana,4615.83
731,2022-11-20,P011,Kalem,Kırtasiye,391.05,5,1955.25,6358,Monis,Erkek,43,İstanbul,244.28
732,2024-10-02,P087,Kulaklık,Elektronik,628.58,1,628.58,5427,Yunt,Erkek,37,Bursa,182.41
733,2024-04-13,P087,Kulaklık,Elektronik,1309.34,8,10474.72,7886,Nurgil,Kadın,65,Bursa,2087.47
734,2024-07-24,P037,Fırın,Ev Aletleri,604.8,4,2419.2,5809,Sahil,Kadın,66,Bursa,654.06
735,2023-06-01,P010,Çanta,Giyim,251.13,9,2260.17,1604,Sevdinar,Erkek,57,Gaziantep,3981.19
736,2024-02-18,P063,Klima,Elektronik,581.24,15,8718.6,6912,Şennur,Erkek,52,Bursa,1043.64
737,2023-01-28,P010,Çanta,Giyim,898.67,17,15277.39,1749,Atılgan,Erkek,18,Antalya,1785.15
738,2024-08-11,P018,Telefon,Elektronik,259.35,6,1556.1,7539,Eral,Kadın,34,Bursa,2644.36
739,2023-10-30,P010,Çanta,Giyim,438.51,14,6139.139999999999,4642,Nehip,Kadın,49,İzmir,712.61
740,2022-12-26,P018,Telefon,Elektronik,949.69,17,16144.73,3536,Sargın,Kadın,19,Adana,3026.99
741,2023-12-31,P011,Kalem,Kırtasiye,892.0,2,1784.0,9638,Büreyre,Kadın,66,Bursa,217.95
742,2023-04-24,P011,Kalem,Kırtasiye,806.5,10,8065.0,3998,Uçan,Kadın,48,İstanbul,1708.52
743,2023-08-04,P010,Çanta,Giyim,423.32,12,5079.84,2069,Çakar,Kadın,23,Gaziantep,3751.03
744,2024-04-03,P037,Fırın,Ev Aletleri,1184.01,4,4736.04,5873,Uzbay,Kadın,60,İzmir,4629.51
745,2024-03-28,P018,Telefon,Elektronik,894.21,1,894.21,5265,Üstün,Kadın,26,Bursa,2217.73
746,2024-05-24,P087,Kulaklık,Elektronik,2242.41625,15,25779.03375,7215,Bengibay,Kadın,46,Antalya,1056.61
747,2022-12-07,P018,Telefon,Elektronik,1482.75,16,23724.0,6432,Gülfari,Kadın,19,Ankara,2057.25
748,2022-12-01,P037,Fırın,Ev Aletleri,252.0,10,2520.0,7076,Tekiner,Erkek,52,Antalya,2207.91
749,2024-10-24,P024,Bilgisayar,Elektronik,1325.05,8,10600.4,4236,Cebesoy,Kadın,20,Ankara,4264.92
750,2023-07-07,P010,Çanta,Giyim,1483.67,6,8902.02,7492,Nesfe,Kadın,49,Gaziantep,3067.06
751,2024-03-13,P011,Kalem,Kırtasiye,276.14,4,1104.56,1986,Canan,Erkek,62,Bursa,4496.78
752,2024-02-02,P018,Telefon,Elektronik,323.98,17,5507.66,8201,İlkim,Erkek,52,Antalya,1202.69
753,2023-05-23,P082,Defter,Kırtasiye,680.99,13,8852.87,7767,Oranlı,Kadın,60,İzmir,360.02
754,2023-03-18,P011,Kalem,Kırtasiye,1378.16,6,8268.960000000001,2340,Feremez,Kadın,37,İzmir,3397.18
755,2023-10-30,P037,Fırın,Ev Aletleri,1463.08,9,13167.72,2198,Hilayda,Kadın,65,Ankara,698.53
756,2024-10-27,P011,Kalem,Kırtasiye,614.47,8,4915.76,2301,Dilşat,Erkek,50,Adana,4328.71
757,2023-01-02,P010,Çanta,Giyim,670.46,6,4022.76,2479,Önsal,Kadın,41,Ankara,1078.97
758,2024-01-09,P018,Telefon,Elektronik,462.68,18,8328.24,7793,Satıa,Erkek,56,Adana,766.76
759,2023-11-12,P082,Defter,Kırtasiye,298.6,19,5673.400000000001,7202,Ünek,Erkek,42,Antalya,1744.73
760,2023-02-20,P082,Defter,Kırtasiye,986.45,7,6905.150000000001,3725,Akcivan,Erkek,36,İzmir,1258.52
761,2023-10-02,P024,Bilgisayar,Elektronik,53.65,15,804.75,2921,Idık,Kadın,25,Bursa,3912.64
762,2024-05-12,P011,Kalem,Kırtasiye,987.44,15,14811.6,9909,Verde,Erkek,52,Antalya,358.88
763,2024-01-29,P097,Su Şişesi,Mutfak Ürünleri,43.69,4,174.76,5399,Baturay,Erkek,66,İzmir,4462.5
764,2024-08-28,P037,Fırın,Ev Aletleri,1185.75,10,11857.5,5225,Yankı,Erkek,18,Adana,1673.57
765,2024-08-23,P018,Telefon,Elektronik,868.33,16,13893.28,7453,Göknur,Kadın,68,Gaziantep,3352.44
766,2024-09-12,P010,Çanta,Giyim,30.05,19,570.95,5962,Şavki,Kadın,54,İstanbul,2616.27
767,2024-03-17,P024,Bilgisayar,Elektronik,251.76,1,251.76,5527,Arcan,Erkek,56,Antalya,4729.64
768,2024-10-19,P032,Mouse,Elektronik,1384.87,17,23542.789999999997,7666,İklim,Kadın,34,Bursa,1943.07
769,2024-07-22,P032,Mouse,Elektronik,1452.89,4,5811.56,1652,Rehime,Kadın,23,Konya,516.96
770,2024-09-30,P010,Çanta,Giyim,5.28,13,68.64,2560,Şeyda,Kadın,37,Gaziantep,802.58
771,2023-05-11,P082,Defter,Kırtasiye,1247.24,2,2494.48,2355,Tan,Kadın,39,Konya,3371.38
772,2023-04-17,P037,Fırın,Ev Aletleri,184.51,1,184.51,5402,Gülbani,Kadın,42,Antalya,4594.41
773,2024-03-03,P018,Telefon,Elektronik,1367.21,2,2734.42,8292,Ünübol,Erkek,62,Adana,3614.98
774,2024-01-17,P032,Mouse,Elektronik,529.29,18,9527.22,3411,Selâtin,Kadın,68,Ankara,4699.02
775,2024-02-23,P087,Kulaklık,Elektronik,467.58,2,935.16,1623,Safet,Kadın,31,Gaziantep,2231.36
776,2023-01-27,P018,Telefon,Elektronik,938.57,4,3754.28,8150,Turgut,Erkek,46,Gaziantep,2486.64
777,2024-04-27,P087,Kulaklık,Elektronik,616.64,1,616.64,7398,Kitan,Kadın,62,Bursa,4074.71
778,2023-04-28,P010,Çanta,Giyim,1024.89,6,6149.34,9871,Kâmil,Erkek,45,Gaziantep,2186.94
779,2024-03-02,P087,Kulaklık,Elektronik,614.62,5,3073.1,2044,Akmaral,Kadın,62,Antalya,552.13
780,2023-10-20,P011,Kalem,Kırtasiye,610.22,6,3661.32,8605,Şali,Kadın,56,Gaziantep,837.52
781,2023-02-11,P018,Telefon,Elektronik,79.79,11,877.69,1332,Selmin,Erkek,29,Ankara,3378.26
782,2023-05-30,P018,Telefon,Elektronik,427.74,14,5988.360000000001,8975,Taşkan,Erkek,67,Ankara,634.04
783,2024-05-21,P097,Su Şişesi,Mutfak Ürünleri,654.27,13,8505.51,3482,Konguralp,Kadın,40,Bursa,3297.12
784,2023-11-30,P032,Mouse,Elektronik,660.25,19,12544.75,8070,Sunay,Erkek,65,Bursa,1156.34
785,2024-02-01,P087,Kulaklık,Elektronik,146.38,19,2781.22,2720,Belgizar,Erkek,61,İzmir,687.0
786,2024-01-19,P010,Çanta,Giyim,543.75,7,3806.25,6963,Barışcan,Erkek,44,Ankara,733.91
787,2023-09-25,P037,Fırın,Ev Aletleri,864.18,11,9505.98,9370,Okyalaz,Kadın,58,Bursa,2306.64
788,2024-04-30,P082,Defter,Kırtasiye,1018.88,1,1018.88,2799,Işıman,Erkek,66,Adana,2699.19
789,2024-03-02,P063,Klima,Elektronik,1033.56,8,8268.48,2728,Dağistan,Kadın,57,İstanbul,4137.47
790,2024-05-14,P087,Kulaklık,Elektronik,838.69,13,10902.97,2780,Ferat,Erkek,68,Bursa,2255.69
791,2023-11-03,P032,Mouse,Elektronik,140.68,9,1266.12,3900,Yayak,Erkek,27,İzmir,1146.78
792,2024-07-18,P097,Su Şişesi,Mutfak Ürünleri,938.49,10,9384.9,6103,Uzbay,Kadın,27,Konya,3647.97
793,2024-05-31,P018,Telefon,Elektronik,418.02,4,1672.08,5113,Bitül,Kadın,45,Antalya,1580.51
794,2022-11-25,P097,Su Şişesi,Mutfak Ürünleri,,1,,8362,Alsoy,Erkek,24,Antalya,2789.61
795,2023-01-17,P024,Bilgisayar,Elektronik,453.08,15,6796.2,5756,Kumral,Erkek,55,Gaziantep,4401.06
796,2023-05-08,P010,Çanta,Giyim,371.28,14,5197.92,4376,Gülcegün,Kadın,52,Ankara,996.26
797,2024-07-26,P063,Klima,Elektronik,1252.74,8,10021.92,3335,Egenur,Kadın,52,İstanbul,3914.41
798,2024-09-22,P087,Kulaklık,Elektronik,336.94,11,3706.34,7431,Koşukhan,Kadın,53,Bursa,710.78
799,2024-04-08,P082,Defter,Kırtasiye,283.81,18,5108.58,1310,Paker,Kadın,54,Bursa,2582.89
800,2024-06-12,P018,Telefon,Elektronik,247.37,16,3957.92,6571,Kutun,Kadın,37,Bursa,4376.99
801,2023-10-09,P010,Çanta,Giyim,1146.15,15,17192.25,1113,Abiye,Kadın,53,İzmir,2534.53
802,2023-05-12,P011,Kalem,Kırtasiye,899.43,12,10793.16,7513,Bayruhan,Erkek,21,Antalya,4659.17
803,2023-11-14,P087,Kulaklık,Elektronik,1162.92,17,19769.64,7435,Gülüs,Erkek,36,Antalya,265.58
804,2024-09-17,P037,Fırın,Ev Aletleri,922.93,1,922.93,5352,Bidayet,Erkek,48,Adana,3461.05
805,2024-06-08,P082,Defter,Kırtasiye,1016.81,6,6100.86,3152,Yıldır,Kadın,32,İstanbul,3139.34
806,2024-09-04,P087,Kulaklık,Elektronik,752.13,9,6769.17,2214,Rasul,Erkek,21,Bursa,1894.7
807,2024-03-26,P011,Kalem,Kırtasiye,597.88,14,8370.32,7076,Tekiner,Erkek,52,Antalya,2207.91
808,2024-11-01,P024,Bilgisayar,Elektronik,654.61,3,1963.83,7751,Tandoğdu,Kadın,56,Bursa,4868.87
809,2024-07-19,P037,Fırın,Ev Aletleri,1125.47,16,18007.52,1997,Akkerman,Erkek,59,İstanbul,2424.89
810,2022-12-10,P011,Kalem,Kırtasiye,1094.4,2,2188.8,7894,Risalet,Kadın,20,İzmir,2829.4
811,2023-01-02,P024,Bilgisayar,Elektronik,654.48,12,7853.76,8010,Hudavent,Erkek,67,Gaziantep,4391.1
812,2023-09-14,P024,Bilgisayar,Elektronik,617.85,16,9885.6,9417,Monis,Erkek,44,Bursa,4226.74
813,2023-08-19,P024,Bilgisayar,Elektronik,1051.59,10,10515.9,7957,Sidar,Erkek,40,Ankara,3410.74
814,2023-12-03,P018,Telefon,Elektronik,207.38,12,2488.56,8915,Cabir,Erkek,41,Antalya,4469.95
815,2023-07-05,P063,Klima,Elektronik,100.57,7,703.99,2958,Acarkan,Erkek,60,Ankara,395.85
816,2024-08-02,P037,Fırın,Ev Aletleri,1100.35,7,7702.449999999999,5156,Jankat,Erkek,44,İzmir,4423.71
817,2024-06-22,P097,Su Şişesi,Mutfak Ürünleri,847.73,7,5934.110000000001,6475,Sudi,Kadın,53,İzmir,724.88
818,2024-06-27,P032,Mouse,Elektronik,1184.8,1,1184.8,9292,Akbaş,Kadın,44,İstanbul,1733.51
819,2023-08-07,P018,Telefon,Elektronik,885.02,11,9735.22,3693,Şirivan,Kadın,36,Bursa,2177.01
820,2024-01-29,P010,Çanta,Giyim,653.0,6,3918.0,2273,Tutkun,Erkek,62,İzmir,197.36
821,2023-02-07,P087,Kulaklık,Elektronik,1228.16,14,17194.24,5778,Artan,Erkek,18,İstanbul,1402.6
822,2024-06-10,P037,Fırın,Ev Aletleri,19.84,14,277.76,5563,Koçkan,Kadın,36,Antalya,4039.64
823,2024-03-02,P024,Bilgisayar,Elektronik,549.05,16,8784.8,2311,Ermutlu,Kadın,28,Adana,1060.63
824,2023-12-05,P018,Telefon,Elektronik,883.48,19,16786.12,3467,Barsen,Erkek,40,Adana,1385.89
825,2023-12-21,P024,Bilgisayar,Elektronik,284.23,7,1989.61,3203,Üzer,Kadın,59,Konya,3613.38
826,2023-09-24,P011,Kalem,Kırtasiye,1140.64,17,19390.88,4823,Hekime,Erkek,33,Konya,874.18
827,2024-02-25,P010,Çanta,Giyim,1431.08,9,12879.72,9377,Gelengül,Kadın,47,Konya,3714.87
828,2023-07-31,P011,Kalem,Kırtasiye,915.14,19,17387.66,4809,Nas,Erkek,52,Adana,4471.55
829,2024-11-03,P024,Bilgisayar,Elektronik,1237.11,5,6185.549999999999,2498,Uygun,Erkek,50,Konya,540.88
830,2024-07-26,P097,Su Şişesi,Mutfak Ürünleri,497.37,5,2486.85,8086,Tüzenur,Kadın,27,Ankara,3959.34
831,2023-08-23,P063,Klima,Elektronik,1209.83,15,18147.449999999997,5656,Emine.,Erkek,59,İstanbul,602.42
832,2023-08-26,P032,Mouse,Elektronik,491.67,12,5900.04,8501,Ünübol,Erkek,22,Antalya,184.39
833,2023-01-31,P032,Mouse,Elektronik,939.08,9,8451.720000000001,8810,Tan,Kadın,27,İzmir,1025.04
834,2024-03-05,P063,Klima,Elektronik,1426.89,12,17122.68,1492,Sezginbaş,Erkek,24,Antalya,3291.69
835,2024-05-28,P010,Çanta,Giyim,628.76,7,4401.32,1587,Öge,Kadın,38,Ankara,2237.07
836,2023-03-02,P063,Klima,Elektronik,1121.68,9,10095.12,8623,Akar,Kadın,68,Bursa,2063.09
837,2022-11-14,P087,Kulaklık,Elektronik,1277.07,15,19156.05,8340,Besey,Erkek,68,Konya,2278.25
838,2024-10-05,P011,Kalem,Kırtasiye,818.92,7,5732.44,5937,Eroğul,Kadın,42,Antalya,3431.96
839,2024-04-27,P037,Fırın,Ev Aletleri,1211.22,8,9689.76,7607,Permun,Erkek,53,Bursa,3325.18
840,2024-05-18,P087,Kulaklık,Elektronik,1474.86,14,20648.039999999997,9256,İncifir,Erkek,69,İzmir,4914.88
841,2023-02-25,P018,Telefon,Elektronik,780.08,8,6240.64,4131,Şide,Kadın,58,Gaziantep,3740.2
842,2024-09-07,P018,Telefon,Elektronik,355.94,10,3559.4,6426,Akgüneş,Erkek,31,Antalya,1181.29
843,2023-10-28,P097,Su Şişesi,Mutfak Ürünleri,833.0,4,3332.0,5808,Şerman,Erkek,52,Gaziantep,955.5
844,2024-08-03,P097,Su Şişesi,Mutfak Ürünleri,914.84,3,2744.52,4696,Kırgız,Kadın,66,Adana,4872.93
845,2023-09-19,P011,Kalem,Kırtasiye,277.43,13,3606.59,6380,Talayer,Kadın,53,Bursa,3595.08
846,2023-02-18,P010,Çanta,Giyim,1259.47,1,1259.47,5627,Aygönenç,Kadın,54,Bursa,4773.87
847,2023-02-04,P087,Kulaklık,Elektronik,401.07,12,4812.84,3061,Denizalp,Erkek,29,Gaziantep,657.62
848,2023-12-01,P087,Kulaklık,Elektronik,1404.5,18,25281.0,9030,Gülbani,Erkek,20,Adana,2848.15
849,2024-01-30,P037,Fırın,Ev Aletleri,239.1,17,4064.7,2153,Bahtinur,Erkek,57,İzmir,388.71
850,2024-10-27,P018,Telefon,Elektronik,549.73,5,2748.65,5909,Süner,Kadın,38,Konya,4078.02
851,2024-10-07,P024,Bilgisayar,Elektronik,599.27,1,599.27,4639,Gülüs,Erkek,47,Adana,3729.55
852,2024-04-15,P087,Kulaklık,Elektronik,866.27,9,7796.43,4652,Cannur,Erkek,62,Ankara,4377.27
853,2024-02-19,P010,Çanta,Giyim,1135.53,2,2271.06,2609,Hunalp,Erkek,41,Adana,487.52
854,2024-01-16,P011,Kalem,Kırtasiye,1153.14,15,17297.100000000002,6167,Vahittin,Kadın,29,Adana,4382.73
855,2023-02-27,P032,Mouse,Elektronik,1036.47,8,8291.76,7970,Sidar,Kadın,69,Adana,1927.66
856,2024-06-06,P018,Telefon,Elektronik,1451.72,14,20324.08,6009,Vildane,Kadın,56,Bursa,1742.04
857,2024-06-16,P024,Bilgisayar,Elektronik,76.76,18,1381.68,1427,Oldağ,Kadın,57,Bursa,2697.58
858,2023-03-02,P037,Fırın,Ev Aletleri,1128.15,16,18050.4,6787,Akise,Erkek,22,Gaziantep,2479.25
859,2023-12-14,P063,Klima,Elektronik,845.33,8,6762.64,9159,Abdülahat,Kadın,64,Konya,1446.44
860,2023-12-09,P011,Kalem,Kırtasiye,446.87,8,3574.96,5555,Mihriye,Erkek,68,İstanbul,3289.35
861,2024-02-21,P010,Çanta,Giyim,283.41,1,283.41,7395,Yazgül,Erkek,20,Konya,3001.6
862,2023-02-06,P037,Fırın,Ev Aletleri,164.62,6,987.72,8150,Turgut,Erkek,46,Gaziantep,2486.64
863,2024-06-28,P024,Bilgisayar,Elektronik,424.26,19,8060.94,6419,Atasagun,Erkek,36,İzmir,1554.68
864,2024-03-17,P018,Telefon,Elektronik,1035.9,8,8287.2,6659,Gökay,Kadın,54,Gaziantep,2369.69
865,2023-01-07,P018,Telefon,Elektronik,1313.42,4,5253.68,8534,Gülselin,Erkek,34,Konya,1070.99
866,2023-02-28,P024,Bilgisayar,Elektronik,1305.09,14,18271.26,3084,Vezat,Erkek,33,Bursa,2939.28
867,2023-09-04,P018,Telefon,Elektronik,652.36,14,9133.04,5309,Bezek,Erkek,22,İstanbul,1935.25
868,2024-04-12,P087,Kulaklık,Elektronik,1258.93,14,17625.02,7448,Tunçboğa,Kadın,30,İstanbul,648.76
869,2024-10-11,P032,Mouse,Elektronik,339.61,18,6112.9800000000005,7497,Borataş,Erkek,35,Antalya,4695.46
870,2023-12-27,P082,Defter,Kırtasiye,304.75,8,2438.0,4715,Eyyüp,Erkek,38,Antalya,2395.84
871,2024-07-15,P024,Bilgisayar,Elektronik,370.63,10,3706.3,5892,Şabettin,Kadın,62,Bursa,4423.82
872,2024-02-21,P037,Fırın,Ev Aletleri,536.91,3,1610.73,1681,Torhan,Erkek,63,Gaziantep,1440.02
873,2023-05-10,P010,Çanta,Giyim,1367.35,8,10938.8,5612,Nurkan,Kadın,25,Konya,3096.96
874,2023-02-26,P010,Çanta,Giyim,1211.17,15,18167.550000000003,8659,Köker,Erkek,43,Konya,4517.92
875,2023-09-06,P097,Su Şişesi,Mutfak Ürünleri,1255.12,17,21337.039999999997,1456,Orgün,Kadın,32,Bursa,1034.22
876,2024-10-23,P010,Çanta,Giyim,86.53,16,1384.48,7155,Vezrife,Kadın,40,Antalya,2910.69
877,2023-08-11,P018,Telefon,Elektronik,1126.18,1,1126.18,7117,Sebigül,Kadın,54,Konya,2783.25
878,2023-01-05,P024,Bilgisayar,Elektronik,404.86,12,4858.32,8045,Altınbike,Kadın,51,Ankara,4383.77
879,2023-12-02,P037,Fırın,Ev Aletleri,1168.5,18,21033.0,5873,Uzbay,Kadın,60,İzmir,4629.51
880,2024-07-07,P032,Mouse,Elektronik,1232.63,11,13558.93,1521,Zihni,Kadın,46,İzmir,2506.6
881,2023-09-01,P097,Su Şişesi,Mutfak Ürünleri,575.22,13,7477.860000000001,7756,Uçan,Kadın,36,Antalya,142.54
882,2023-02-02,P011,Kalem,Kırtasiye,1185.05,18,21330.899999999998,4044,Danış,Kadın,34,Adana,620.11
883,2023-12-17,P037,Fırın,Ev Aletleri,781.03,1,781.03,5683,Uyanser,Erkek,34,Ankara,4881.95
884,2023-11-21,P063,Klima,Elektronik,1014.59,12,12175.08,3897,Çavuldur,Kadın,19,Konya,144.98
885,2022-11-28,P018,Telefon,Elektronik,117.23,13,1523.99,6182,Cihandide,Kadın,19,Konya,2675.37
886,2023-07-28,P063,Klima,Elektronik,190.45,10,1904.5,2976,Ebuakil,Kadın,43,Bursa,1953.5
887,2024-10-26,P018,Telefon,Elektronik,208.51,16,3336.16,9507,Ezgütekin,Kadın,20,İzmir,1675.3
888,2023-12-19,P010,Çanta,Giyim,1358.07,5,6790.349999999999,8128,Abuzar,Kadın,66,Adana,4840.34
889,2023-01-16,P011,Kalem,Kırtasiye,918.15,19,17444.85,8501,Ünübol,Erkek,22,Antalya,184.39
890,2023-09-14,P037,Fırın,Ev Aletleri,969.52,5,4847.6,9145,Oğuzman,Erkek,40,Gaziantep,3518.47
891,2024-07-26,P082,Defter,Kırtasiye,737.57,10,7375.700000000001,7231,Mestur,Erkek,23,İzmir,4996.65
892,2023-12-10,P018,Telefon,Elektronik,1267.74,3,3803.22,1907,Leyli,Erkek,48,Adana,3986.06
893,2024-11-02,P032,Mouse,Elektronik,1152.39,13,14981.070000000002,4262,Şirivan,Kadın,49,İzmir,3289.31
894,2023-03-07,P097,Su Şişesi,Mutfak Ürünleri,404.17,8,3233.36,6542,Umuşan,Erkek,57,Konya,4198.08
895,2023-10-11,P024,Bilgisayar,Elektronik,844.03,5,4220.15,6024,Eriş,Kadın,60,Bursa,1401.51
896,2024-09-30,P018,Telefon,Elektronik,420.93,3,1262.79,1424,Tartış,Erkek,31,Gaziantep,1294.89
897,2024-06-23,P010,Çanta,Giyim,1187.36,3,3562.08,1233,Aslanhan,Erkek,39,İzmir,4984.86
898,2024-03-22,P063,Klima,Elektronik,405.5,11,4460.5,3945,Toğan,Kadın,69,Ankara,1851.5
899,2024-10-24,P032,Mouse,Elektronik,624.78,16,9996.48,4467,Anka,Kadın,38,Konya,1276.13
900,2024-08-11,P087,Kulaklık,Elektronik,1032.06,14,14448.84,8422,Lütfi,Kadın,57,İstanbul,1346.6
901,2024-03-22,P082,Defter,Kırtasiye,86.76,12,1041.12,7075,İmrihan,Kadın,56,Antalya,1358.02
902,2023-10-07,P097,Su Şişesi,Mutfak Ürünleri,852.2,6,5113.200000000001,3008,Erdemer,Kadın,46,Bursa,3103.73
903,2023-09-27,P011,Kalem,Kırtasiye,233.13,7,1631.9099999999999,2131,Lutfi,Kadın,36,Antalya,2228.09
904,2024-06-06,P037,Fırın,Ev Aletleri,818.07,11,8998.77,2355,Tan,Kadın,39,Konya,3371.38
905,2024-02-11,P024,Bilgisayar,Elektronik,524.09,15,7861.35,3352,Efe,Kadın,30,İzmir,1041.72
906,2023-03-04,P024,Bilgisayar,Elektronik,230.29,12,2763.48,6062,Mahigül,Kadın,59,Konya,453.4
907,2024-01-18,P063,Klima,Elektronik,769.9,5,3849.5,6636,Abdulkadir,Kadın,47,Konya,739.51
908,2024-04-12,P032,Mouse,Elektronik,648.03,19,12312.57,4657,Abdulmenaf,Erkek,28,Bursa,3557.96
909,2023-12-20,P082,Defter,Kırtasiye,979.8,18,17636.399999999998,4627,Müfit,Kadın,40,Adana,3504.85
910,2023-02-27,P010,Çanta,Giyim,263.97,4,1055.88,7223,Üge,Erkek,65,İstanbul,4063.37
